date,zone,overall_risk,above_treeline_risk,near_treeline_risk,below_treeline_risk,bottom_line_text,problem_type_text,forecast_discussion_text,combined_text,tavg,tmin,tmax,prcp,wdir,pres,tsun
2023-03-14,stevens pass,2.0,2.0,2.0,2.0,brief storm bring inch snow moderate westerly wind still able trigger avalanche recent snow especially wind form drift upper elevation cloud break enough cause small wet avalanche steep sunny slope,westerly wind form shallow fresh slab inch new snow fall early morning watch natural avalanche cracking snow small test slope slide easily indicator instability look actively blowing snow pay close attention recent wind drifting pattern steer around drift steep wind loaded slopes wet avalanche could occur naturally snow surface becomes moist watch roller ball snow falling tree indicator snow getting moist weak moist snow surface wet snow slide easily also good indicator could trigger avalanche watch natural avalanche coming overhead slope hazard like falling tree bomb cornice ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard,wet loose rollerballs indicate snow surface warming could trigger wet loose slide hour ahead photo brooke maushundwet avalanche could occur naturally snow surface becomes moist watch roller ball snow falling tree indicator snow getting moist weak moist snow surface wet snow slide easily also good indicator could trigger avalanche watch natural avalanche coming overhead slope hazard like falling tree bomb cornice ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard,brief storm bring inch snow moderate westerly wind still able trigger avalanche recent snow especially wind form drift upper elevation cloud break enough cause small wet avalanche steep sunny slopes westerly wind form shallow fresh slab inch new snow fall early morning watch natural avalanche cracking snow small test slope slide easily indicator instability look actively blowing snow pay close attention recent wind drifting pattern steer around drift steep wind loaded slopes wet avalanche could occur naturally snow surface becomes moist watch roller ball snow falling tree indicator snow getting moist weak moist snow surface wet snow slide easily also good indicator could trigger avalanche watch natural avalanche coming overhead slope hazard like falling tree bomb cornice ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard wet loose rollerballs indicate snow surface warming could trigger wet loose slide hour ahead photo brooke maushundwet avalanche could occur naturally snow surface becomes moist watch roller ball snow falling tree indicator snow getting moist weak moist snow surface wet snow slide easily also good indicator could trigger avalanche watch natural avalanche coming overhead slope hazard like falling tree bomb cornice ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard,4.1,-0.2,9.0,0.2,242.8,1009.3,0.0
2023-03-13,stevens pass,3.0,3.0,3.0,2.0,warm day clearing sky bring wet avalanche sunny slope easy trigger avalanche recent snow especially overnight wind form drift upper elevation give plenty safer terrain option ready stick lower angle sun sheltered slope,wet avalanche could occur naturally snow surface becomes moist cloudy start clearing allow sun warm snow surface watch roller ball snow falling tree indicator snow getting moist weak moist snow surface wet snow slide easily also good indicator could trigger avalanche watch natural avalanche coming overhead slope hazard like falling tree bomb cornice ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard westerly wind form fresh slab overnight taper daytime watch natural avalanche cracking snow small test slope slide easily indicator instability see actively blowing snow pay close attention recent wind drifting pattern avoid steep leeward wind loaded slope,wind slab large natural avalanche rock mtn estimated ft deep ft wide ran apx vertical foot likely occurred ft ne nw photo ryan mintonwesterly wind form fresh slab overnight taper daytime watch natural avalanche cracking snow small test slope slide easily indicator instability see actively blowing snow pay close attention recent wind drifting pattern avoid steep leeward wind loaded slopes above treeline avalanche could bigger easier trigger wind slab avalanche le likely near treeline unlikely similar wind event last week resulted couple large natural avalanche treeline see photo discussion,warm day clearing sky bring wet avalanche sunny slope easy trigger avalanche recent snow especially overnight wind form drift upper elevation give plenty safer terrain option ready stick lower angle sun sheltered slopes wet avalanche could occur naturally snow surface becomes moist cloudy start clearing allow sun warm snow surface watch roller ball snow falling tree indicator snow getting moist weak moist snow surface wet snow slide easily also good indicator could trigger avalanche watch natural avalanche coming overhead slope hazard like falling tree bomb cornice ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard westerly wind form fresh slab overnight taper daytime watch natural avalanche cracking snow small test slope slide easily indicator instability see actively blowing snow pay close attention recent wind drifting pattern avoid steep leeward wind loaded slopes wind slab large natural avalanche rock mtn estimated ft deep ft wide ran apx vertical foot likely occurred ft ne nw photo ryan mintonwesterly wind form fresh slab overnight taper daytime watch natural avalanche cracking snow small test slope slide easily indicator instability see actively blowing snow pay close attention recent wind drifting pattern avoid steep leeward wind loaded slopes above treeline avalanche could bigger easier trigger wind slab avalanche le likely near treeline unlikely similar wind event last week resulted couple large natural avalanche treeline see photo discussion,4.8,1.8,7.6,12.6,193.7,1005.7,0.0
2023-03-12,stevens pass,3.0,3.0,3.0,3.0,relatively warm somewhat complex storm bring snow rain area overnight easy trigger avalanche new snow could occur naturally give plenty safer terrain option ready stick lower angle slope condition dangerous anticipated,relatively warm storm create hard soft layering upper snowpack setting scene dangerous condition watch natural avalanche cracking snow small test slope slide easily indicator instability see red flag sign stick well supported slope degree avalanche smaller lower elevation could increase size upper elevation use quick test frequently travel ass condition see video quick test use skinning uphill wet avalanche possible snow surface becomes moist rain wet snow sun could easily find moist snow ft maybe higher chance break cloud afternoon could bring another round wet avalanche sun exposed slope ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard sticky moist surface wet snow slide easily good indicator could trigger avalanche,wet loose wet loose avalanche ran steep south facing aspect last week photo josh hirshbergwet avalanche possible snow surface becomes moist rain wet snow sun could easily find moist snow ft maybe higher chance break cloud afternoon could bring another round wet avalanche sun exposed slope ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard sticky moist surface wet snow slide easily good indicator could trigger avalanche,relatively warm somewhat complex storm bring snow rain area overnight easy trigger avalanche new snow could occur naturally give plenty safer terrain option ready stick lower angle slope condition dangerous anticipated relatively warm storm create hard soft layering upper snowpack setting scene dangerous condition watch natural avalanche cracking snow small test slope slide easily indicator instability see red flag sign stick well supported slope degree avalanche smaller lower elevation could increase size upper elevation use quick test frequently travel ass condition see video quick test use skinning uphill wet avalanche possible snow surface becomes moist rain wet snow sun could easily find moist snow ft maybe higher chance break cloud afternoon could bring another round wet avalanche sun exposed slope ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard sticky moist surface wet snow slide easily good indicator could trigger avalanche wet loose wet loose avalanche ran steep south facing aspect last week photo josh hirshbergwet avalanche possible snow surface becomes moist rain wet snow sun could easily find moist snow ft maybe higher chance break cloud afternoon could bring another round wet avalanche sun exposed slope ll want exercise caution near terrain trap like cliff band tight gully slide could push hazard sticky moist surface wet snow slide easily good indicator could trigger avalanche,5.1,-0.5,8.3,6.1,,,0.0
2023-03-11,stevens pass,3.0,3.0,2.0,1.0,chance large avalanche keep wind loaded slope treeline steer around steep roll overs find subtle drift mid elevation watch triggering loose avalanche steep wind sheltered terrain,re likely encounter small recent wind slab avalanche chance large natural avalanche treeline similar reported see dangerous scenario requires conservative terrain selection best option avoid steep leeward slope upper elevation stay large wind loaded start zone mid elevations able stay safe steering around convexity unsupported feature steeper degree find wind drifted slab east west wind watch blowing snow recent slab formed east wind,able trigger small loose avalanche wind sheltered terrain near treeline avalanche minimal consequence always use caution around terrain trap like cliff rock gully normally benign fall could dangerous on observer reported couple notable avalanche large natural avalanche occurred north side rock mtn likely night crown ft ne nw estimated ft deep ft wide ran approximately vertical foot two similar avalanche reported treeline cannon mtn neighboring east central zone able get snowpack information similar location treeline much season due uncertainty best use extra caution upper elevation received report triggered avalanche likely ran crust buried around valentine day also th observer near white pine drainage experienced whumph found propagating test result likely crust foot surface th matt primomo checked recent avalanche southerly aspect skyline lake find example observation,chance large avalanche keep wind loaded slope treeline steer around steep roll overs find subtle drift mid elevation watch triggering loose avalanche steep wind sheltered terrain re likely encounter small recent wind slab avalanche chance large natural avalanche treeline similar reported see dangerous scenario requires conservative terrain selection best option avoid steep leeward slope upper elevation stay large wind loaded start zone mid elevations able stay safe steering around convexity unsupported feature steeper degree find wind drifted slab east west wind watch blowing snow recent slab formed east winds you able trigger small loose avalanche wind sheltered terrain near treeline avalanche minimal consequence always use caution around terrain trap like cliff rock gully normally benign fall could dangerous on observer reported couple notable avalanche large natural avalanche occurred north side rock mtn likely night crown ft ne nw estimated ft deep ft wide ran approximately vertical foot two similar avalanche reported treeline cannon mtn neighboring east central zone able get snowpack information similar location treeline much season due uncertainty best use extra caution upper elevation received report triggered avalanche likely ran crust buried around valentine day also th observer near white pine drainage experienced whumph found propagating test result likely crust foot surface th matt primomo checked recent avalanche southerly aspect skyline lake find example observation,4.4,0.2,8.7,0.4,149.3,1013.2,0.0
2023-03-10,stevens pass,2.0,2.0,2.0,1.0,trigger slab avalanche ridge wind affected feature steer around steep roll overs find subtle drift stiffer snow near treeline watch triggering loose avalanche steep wind sheltered terrain,watch triggering slab avalanche leeward slope ridge wind exposed feature steer around convexity unsupported feature steeper degree re likely trigger avalanche due westerly wind find wind drifted slab east wind surface including open area treeline especially along highway corridor avalanche le reactive still consider consequence triggering,able trigger small loose avalanche wind sheltered terrain near treeline sun exposed slope either way avalanche minimal consequence always use caution around terrain trap like cliff rock gully normally benign fall could dangerous if re planning travel snowpack shallow steep sun exposed slope eastern portion zone consider low likelihood high consequence scenario valentine crust easily ft surface triggering persistent slab avalanche unlikely managed trigger slide layer could dangerously large received report triggered avalanche likely ran crust buried around valentine day also th observer near white pine drainage experienced whumph found propagating test result likely crust foot surface th matt primomo checked recent avalanche southerly aspect skyline lake find example observation,trigger slab avalanche ridge wind affected feature steer around steep roll overs find subtle drift stiffer snow near treeline watch triggering loose avalanche steep wind sheltered terrain watch triggering slab avalanche leeward slope ridge wind exposed feature steer around convexity unsupported feature steeper degree re likely trigger avalanche due westerly wind find wind drifted slab east wind surface including open area treeline especially along highway corridor avalanche le reactive still consider consequence triggering them you able trigger small loose avalanche wind sheltered terrain near treeline sun exposed slope either way avalanche minimal consequence always use caution around terrain trap like cliff rock gully normally benign fall could dangerous if re planning travel snowpack shallow steep sun exposed slope eastern portion zone consider low likelihood high consequence scenario valentine crust easily ft surface triggering persistent slab avalanche unlikely managed trigger slide layer could dangerously large received report triggered avalanche likely ran crust buried around valentine day also th observer near white pine drainage experienced whumph found propagating test result likely crust foot surface th matt primomo checked recent avalanche southerly aspect skyline lake find example observation,4.1,1.5,6.9,5.5,199.0,999.7,0.0
2023-03-09,stevens pass,2.0,2.0,2.0,2.0,storm bring snow night continue day moderate strong wind wind drifted pocket snow re likely trigger avalanche identify textured smooth thicker slab actively loading avoid steep slope although likely could trigger large surprising avalanche crust buried around foot deep even happen well treeline snow stronger wind forecasted occurs avalanche danger could higher,two different type wind slab menu new shallower soft slab larger thicker hard slab re likely encounter shallow new soft slab new round snowfall expected come couple inch overnight falling day moderate strong easterly wind overnightare forecasted decrease slightly shift westerly afternoon create soft small new slab expect change slab distribution wind shift direction lookout active snow transport search thicker pillow snow steer around fresher drift steep location using hand pit small test slope good way identify weakness small shallow new wind slab snow fall wind different expected avalanche danger could higher forecasted,moderate strong easterly wind actively transporting snow pas expected continue snow begin falling overnight midday shift moderate westerly wind make hard identify slab buildup located crust probably breakable likely exists near surface steep south facing slope covered thin layer new snow could make good sliding surface shallow new avalanche concern deeper weak layer exist due report followup investigation recent day widely propagating avalanche reported remotely triggered skier ssw aspect ft start week nearby followup found sun crust buried foot moderate amount bonding overlying slab valentine crust sat deeper foot produced propagating result test likely layer remotely triggered avalanche failed observer also reported whumphing collapse north facing slope ft near swath identified layer decomposing crust cm deep corresponds valentine crust back th two larger avalanche occurred suspect failed valentine crust one triggered explosive ft another third rider heavily wind loaded ft se slope slide large failing ft deep,storm bring snow night continue day moderate strong wind wind drifted pocket snow re likely trigger avalanche identify textured smooth thicker slab actively loading avoid steep slope although likely could trigger large surprising avalanche crust buried around foot deep even happen well treeline snow stronger wind forecasted occurs avalanche danger could higher two different type wind slab menu new shallower soft slab larger thicker hard slab re likely encounter shallow new soft slab new round snowfall expected come couple inch overnight falling day moderate strong easterly wind overnightare forecasted decrease slightly shift westerly afternoon create soft small new slab expect change slab distribution wind shift direction lookout active snow transport search thicker pillow snow steer around fresher drift steep location using hand pit small test slope good way identify weakness small shallow new wind slab snow fall wind different expected avalanche danger could higher forecasted moderate strong easterly wind actively transporting snow pas expected continue snow begin falling overnight midday shift moderate westerly wind make hard identify slab buildup located crust probably breakable likely exists near surface steep south facing slope covered thin layer new snow could make good sliding surface shallow new avalanche concern deeper weak layer exist due report followup investigation recent day widely propagating avalanche reported remotely triggered skier ssw aspect ft start week nearby followup found sun crust buried foot moderate amount bonding overlying slab valentine crust sat deeper foot produced propagating result test likely layer remotely triggered avalanche failed observer also reported whumphing collapse north facing slope ft near swath identified layer decomposing crust cm deep corresponds valentine crust back th two larger avalanche occurred suspect failed valentine crust one triggered explosive ft another third rider heavily wind loaded ft se slope slide large failing ft deep,3.2,-0.6,6.8,0.7,74.6,1009.1,0.0
2023-03-08,stevens pass,2.0,2.0,2.0,2.0,light snow moderate wind remain story stevens pas although likely could trigger large surprising slab avalanche crust buried ft deep even well treeline soft shallow wind slab continue drift form easterly wind pas leery steep open unsupported slope exposed active wind drifting,couple different type wind slab could encounter onthursday shallow soft slab larger thicker hard slab,observer reported stiff wind pas evidence blowing snow even highway elevation went investigate widely propagating large slab josh observed day prior slide appears remotely triggered skier cut across top slope ssw aspect ft well treeline way found new snow variable fair bonding recent sun crust foot south facing slope deeper valentine day crust sat two thin sun crust produced propagating test result see video medium gallery test adjacent slope avalanche likely ran layer ft deep place instability appear isolated southerly aspect though observer reported whumphing collapse north facing slope ft ft near swath identified layer decomposing crust cm corresponds valentine day crust small wet loose avalanche cycle occurred west side pas see photo medium gallery sun shine west pas keep head loose wet slide sun shine couple hour rollerballs moist sticky snow clue slew shallow soft slab ran weekend storm day likely ran deeper crust layers last th two larger avalanche triggered appear run deeply buried crust valentine day one large explosive trigger west ft another third rider slope heavily wind loaded se aspect ft slide ft deep,light snow moderate wind remain story stevens pas although likely could trigger large surprising slab avalanche crust buried ft deep even well treeline soft shallow wind slab continue drift form easterly wind pas leery steep open unsupported slope exposed active wind drifting there couple different type wind slab could encounter onthursday shallow soft slab larger thicker hard slabs observers reported stiff wind pas evidence blowing snow even highway elevation went investigate widely propagating large slab josh observed day prior slide appears remotely triggered skier cut across top slope ssw aspect ft well treeline way found new snow variable fair bonding recent sun crust foot south facing slope deeper valentine day crust sat two thin sun crust produced propagating test result see video medium gallery test adjacent slope avalanche likely ran layer ft deep place instability appear isolated southerly aspect though observer reported whumphing collapse north facing slope ft ft near swath identified layer decomposing crust cm corresponds valentine day crust small wet loose avalanche cycle occurred west side pas see photo medium gallery sun shine west pas keep head loose wet slide sun shine couple hour rollerballs moist sticky snow clue slew shallow soft slab ran weekend storm day likely ran deeper crust layers last th two larger avalanche triggered appear run deeply buried crust valentine day one large explosive trigger west ft another third rider slope heavily wind loaded se aspect ft slide ft deep,2.2,-0.8,5.9,2.0,143.1,1014.6,0.0
2023-03-07,stevens pass,2.0,2.0,2.0,2.0,isolated chance remain trigger large surprising slab avalanche crust buried ft deep even well treeline soft shallow wind slab form day bump easterly wind pas leery steep open unsupported slope exposed wind drifting,couple different type wind slab could encounter shallow soft slab larger thicker hard slab,went investigate widely propagating large slab josh observed day prior slide appears remotely triggered skier cut across top slope ssw aspect ft well treeline way found new snow variable fair bonding recent sun crust foot south facing slope deeper valentine day crust sat two thin sun crust produced propagating test result see video medium gallery test adjacent slope avalanche likely ran layer ft deep place instability appear isolated southerly aspect though observer reported whumphing collapse north facing slope ft ft near swath identified layer decomposing crust cm corresponds valentine day crust small wet loose avalanche cycle occurred west side pas see photo medium gallery sun shine west pas keep head loose wet slide sun shine couple hour rollerballs moist sticky snow clue slew shallow soft slab ran weekend storm day likely ran deeper crust layers last th two larger avalanche triggered appear run deeply buried crust valentine day one large explosive trigger west ft another third rider slope heavily wind loaded se aspect ft slide ft deep,isolated chance remain trigger large surprising slab avalanche crust buried ft deep even well treeline soft shallow wind slab form day bump easterly wind pas leery steep open unsupported slope exposed wind drifting there couple different type wind slab could encounter shallow soft slab larger thicker hard slabs on went investigate widely propagating large slab josh observed day prior slide appears remotely triggered skier cut across top slope ssw aspect ft well treeline way found new snow variable fair bonding recent sun crust foot south facing slope deeper valentine day crust sat two thin sun crust produced propagating test result see video medium gallery test adjacent slope avalanche likely ran layer ft deep place instability appear isolated southerly aspect though observer reported whumphing collapse north facing slope ft ft near swath identified layer decomposing crust cm corresponds valentine day crust small wet loose avalanche cycle occurred west side pas see photo medium gallery sun shine west pas keep head loose wet slide sun shine couple hour rollerballs moist sticky snow clue slew shallow soft slab ran weekend storm day likely ran deeper crust layers last th two larger avalanche triggered appear run deeply buried crust valentine day one large explosive trigger west ft another third rider slope heavily wind loaded se aspect ft slide ft deep,3.4,0.3,7.9,1.5,196.1,1016.9,0.0
2023-03-06,stevens pass,2.0,2.0,2.0,2.0,beware potential trigger various flavor slab loose avalanche due sun wind slope receive direct sun expect loose wet avalanche run could trigger wide soft slab steep unsupported terrain higher elevation look wind stiffened snow shooting crack clue wind slab danger make observation snow moistness hardness throughout day help determine slope want steer around,loose wet avalanche run sunny slope couple hour direct sunshine look sign wet snow instability like gloppy moist snow rollerballs steer clear terrain trap like gully find beginning happen slide could become large larger feature case could trigger surprising slabs identify likely area hold stiffer slab gain elevation use ski pole quick hand pit feel deeper stiffer drift snow steer around area convexity pillowed drift steep open unsupported slope observe sign cracking back entering steep slope nearby,wind slab natural slab avalanche occurred recent snow afternoon leeward sun exposed slope highland bowl se ftphoto stevens pas ski patrolidentify likely area hold stiffer slab gain elevation use ski pole quick hand pit feel deeper stiffer drift snow steer around area convexity pillowed drift steep open unsupported slope observe sign cracking back entering steep slope nearby shallow actively forming soft slab reactive day chance triggering large old wind slab concerning avalanche could larger easier trigger treeline old stiff wind slab still prove reactive weight person snowmobile pay close attention terrain feature appear loaded wind easterly westerly wind drifting snow past week could find around compass,beware potential trigger various flavor slab loose avalanche due sun wind slope receive direct sun expect loose wet avalanche run could trigger wide soft slab steep unsupported terrain higher elevation look wind stiffened snow shooting crack clue wind slab danger make observation snow moistness hardness throughout day help determine slope want steer around loose wet avalanche run sunny slope couple hour direct sunshine look sign wet snow instability like gloppy moist snow rollerballs steer clear terrain trap like gully find beginning happen slide could become large larger feature case could trigger surprising slabs identify likely area hold stiffer slab gain elevation use ski pole quick hand pit feel deeper stiffer drift snow steer around area convexity pillowed drift steep open unsupported slope observe sign cracking back entering steep slope nearby wind slab natural slab avalanche occurred recent snow afternoon leeward sun exposed slope highland bowl se ftphoto stevens pas ski patrolidentify likely area hold stiffer slab gain elevation use ski pole quick hand pit feel deeper stiffer drift snow steer around area convexity pillowed drift steep open unsupported slope observe sign cracking back entering steep slope nearby shallow actively forming soft slab reactive day chance triggering large old wind slab concerning avalanche could larger easier trigger treeline old stiff wind slab still prove reactive weight person snowmobile pay close attention terrain feature appear loaded wind easterly westerly wind drifting snow past week could find around compass,2.9,-1.3,7.5,1.5,160.8,1015.9,0.0
2023-03-05,stevens pass,2.0,2.0,2.0,1.0,expect calm weather chance filtered sun able trigger shallow slab avalanche wind drifted stiffer slab snow upper elevation loose avalanche possible especially steep sun exposed slope,watch pattern drifting point dangerous leeward loaded slope use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slopes in many sheltered area still able trigger small avalanche steep slope loose uncohesive snow could slide foot machine see natural wet avalanche steep sun exposed east south west aspect cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow,dry loose example small loose avalanche neighboring east central zone photo matt primomoin many sheltered area still able trigger small avalanche steep slope loose uncohesive snow could slide foot machine see natural wet avalanche steep sun exposed east south west aspect cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow,expect calm weather chance filtered sun able trigger shallow slab avalanche wind drifted stiffer slab snow upper elevation loose avalanche possible especially steep sun exposed slopes watch pattern drifting point dangerous leeward loaded slope use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slopes in many sheltered area still able trigger small avalanche steep slope loose uncohesive snow could slide foot machine see natural wet avalanche steep sun exposed east south west aspect cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow dry loose example small loose avalanche neighboring east central zone photo matt primomoin many sheltered area still able trigger small avalanche steep slope loose uncohesive snow could slide foot machine see natural wet avalanche steep sun exposed east south west aspect cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow,2.2,-2.4,7.2,4.5,204.8,1007.5,0.0
2023-03-04,stevens pass,3.0,3.0,2.0,2.0,able trigger avalanche recent snow variety steep slope avalanche bigger likely treeline find freshly drifted slab snow snow wind taper dangerous condition remain upper elevation,watch pattern drifting point dangerous leeward loaded slope use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slopes in many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow enough sun see natural avalanche steep sun exposed slope,dry loose example small loose avalanche neighboring east central zone photo matt primomoin many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow enough sun see natural avalanche steep sun exposed slope,able trigger avalanche recent snow variety steep slope avalanche bigger likely treeline find freshly drifted slab snow snow wind taper dangerous condition remain upper elevations watch pattern drifting point dangerous leeward loaded slope use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slopes in many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow enough sun see natural avalanche steep sun exposed slope dry loose example small loose avalanche neighboring east central zone photo matt primomoin many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow enough sun see natural avalanche steep sun exposed slope,2.4,-0.5,5.8,7.1,138.1,1001.0,0.0
2023-03-03,stevens pass,3.0,3.0,2.0,2.0,able trigger avalanche recent snow variety steep slope avalanche bigger likely treeline find freshly drifted slab snow snowfall taper east wind maintain dangerous condition transport recent snow,watch pattern drifting actively blowing snow point dangerous leeward loaded slope use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slopes in many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow,dry loose example small loose avalanche neighboring east central zone photo matt primomoin many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow,able trigger avalanche recent snow variety steep slope avalanche bigger likely treeline find freshly drifted slab snow snowfall taper east wind maintain dangerous condition transport recent snow watch pattern drifting actively blowing snow point dangerous leeward loaded slope use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slopes in many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow dry loose example small loose avalanche neighboring east central zone photo matt primomoin many sheltered area trigger small avalanche steep slope loose incohesive snow could slide foot machine avalanche often easier avoid triggered dangerous time especially cautious steep terrain near rock cliff tight gully terrain trap loose avalanche particularly forceful fast take care stay moving snow,2.0,-0.5,5.2,5.1,205.3,1012.2,0.0
2023-03-02,stevens pass,3.0,3.0,3.0,2.0,snow wind begin tapering daybreak dangerous condition remain easy trigger avalanche near treeline wind drift stiff slab snow lower elevation avalanche possible open steep wind exposed terrain though elsewhere difficult trigger slide,westerly wind remain gusty stronger wind snow overnight drifted slab near treeline making easy trigger avalanche watch pattern drifting actively blowing snow point leeward loaded slope also use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slope treeline chance triggering avalanche steep wind exposed feature especially west wind get channeled terrain otherwise sheltered terrain lower elevation able trigger loose avalanche none,observer triggered small wind slab avalanche east aspect skyline area ridge see photo observer reported large snowboarder triggered slide steep wind loaded southeast aspect outside stevens pas resort boundary slide approximately ft wide ft deep running crust suspected mid february valentine day crust superbowl crust depending preference wsdot also completed mitigation along highway triggered number small slide one larger slide triggered using large explosive fairly wide ft deep slide run crust snowboarder triggered one debris covered four lane hwy,snow wind begin tapering daybreak dangerous condition remain easy trigger avalanche near treeline wind drift stiff slab snow lower elevation avalanche possible open steep wind exposed terrain though elsewhere difficult trigger slides westerly wind remain gusty stronger wind snow overnight drifted slab near treeline making easy trigger avalanche watch pattern drifting actively blowing snow point leeward loaded slope also use probe pole feel deeper stiffer drift snow steer around steep convexity pillowed drift wind loaded slope always choose safer terrain lower elevation wind sheltered slope treeline chance triggering avalanche steep wind exposed feature especially west wind get channeled terrain otherwise sheltered terrain lower elevation able trigger loose avalanche none all on observer triggered small wind slab avalanche east aspect skyline area ridge see photo observer reported large snowboarder triggered slide steep wind loaded southeast aspect outside stevens pas resort boundary slide approximately ft wide ft deep running crust suspected mid february valentine day crust superbowl crust depending preference wsdot also completed mitigation along highway triggered number small slide one larger slide triggered using large explosive fairly wide ft deep slide run crust snowboarder triggered one debris covered four lane hwy,3.1,0.6,7.1,4.6,180.2,1013.2,0.0
2023-03-01,stevens pass,3.0,3.0,3.0,3.0,storm intensify throughout day avalanche danger increase day progress first avalanche concern limited thicker wind drifted snow deposit enough snow expected afternoon steep location inch fresh storm snow likely avalanche human trigger steer clear steep slope new snow deposit growing deeper especially area wind drifted snow thicker slab location even reactive,day start moderate avalanche danger expect danger increase considerable around midday end day storm total expected reach around inch water probably equate foot snow re getting enough snow day non wind affected area storm slab likely avalanche human trigger first half storm temperature forecasted increase meaning could see bit upside snowpack leading touchy avalanche condition thankfully temperature cool storm progress expect danger decrease quickly wind ramp redistribute storm snow exposed area wind slab probably encounter largest reactive slab expect find gain elevation storm best play safe identify location inch storm snow exists avoid area slope steeper degree,important keep mind re steep avalanche terrain chance ll trigger avalanche make sure ve got clean runout exit strategy case trigger avalanche even small slide could deadly cause serious harm re slope terrain trap observer reported large snowboarder triggered slide steep wind loaded southeast facing slope near cowboy mountain slide approximately ft wide ft deep running crust suspected mid february valentine day crust superbowl crust depending preference wsdot also completed mitigation along highway triggered number small slide one larger slide triggered using large explosive fairly wide ft deep slide run crust snowboarder triggered one debris covered four lane hwy,storm intensify throughout day avalanche danger increase day progress first avalanche concern limited thicker wind drifted snow deposit enough snow expected afternoon steep location inch fresh storm snow likely avalanche human trigger steer clear steep slope new snow deposit growing deeper especially area wind drifted snow thicker slab location even reactive day start moderate avalanche danger expect danger increase considerable around midday end day storm total expected reach around inch water probably equate foot snow re getting enough snow day non wind affected area storm slab likely avalanche human trigger first half storm temperature forecasted increase meaning could see bit upside snowpack leading touchy avalanche condition thankfully temperature cool storm progress expect danger decrease quickly wind ramp redistribute storm snow exposed area wind slab probably encounter largest reactive slab expect find gain elevation storm best play safe identify location inch storm snow exists avoid area slope steeper degree important keep mind re steep avalanche terrain chance ll trigger avalanche make sure ve got clean runout exit strategy case trigger avalanche even small slide could deadly cause serious harm re slope terrain trap observer reported large snowboarder triggered slide steep wind loaded southeast facing slope near cowboy mountain slide approximately ft wide ft deep running crust suspected mid february valentine day crust superbowl crust depending preference wsdot also completed mitigation along highway triggered number small slide one larger slide triggered using large explosive fairly wide ft deep slide run crust snowboarder triggered one debris covered four lane hwy,0.7,-4.7,5.4,0.7,205.9,1016.5,0.0
